Time (min),Intensity (mAU)
3.232513,0.19343904009400958
3.239181,0.19300069684429744
3.245849,0.1931982597204899
3.252517,0.194092324976648
3.259184,0.19560190640457514
3.265851,0.19737779881436285
3.272519,0.19893972687161351
3.279186,0.20000830631273342
3.285854,0.2003741631054728
3.292521,0.19985609331515214
3.299189,0.1984890310175809
3.305857,0.1965197338477656
3.312524,0.19431120460752893
3.319192,0.19232029805479356
3.32586,0.19097861877618239
3.332527,0.19043162571824696
3.339195,0.1906720558020375
3.345862,0.1915474536600114
3.35253,0.19268094889723375
3.359197,0.19376417030593387
3.365865,0.1945717829539154
3.372532,0.1950269040243347
3.3792,0.19527112082167242
3.385867,0.1955197793904111
3.392535,0.19600854004053864
3.399202,0.19685778846498475
3.40587,0.1980288081615627
3.412538,0.19933167368270124
3.419205,0.20052067974368026
3.425873,0.20133098615680517
3.43254,0.2014875968942351
3.439208,0.20099404071571825
3.445875,0.20002735653528644
3.452543,0.19880309620017528
3.45921,0.19765463679184514
3.465878,0.19685205267037026
3.472545,0.1965960113269293
3.479213,0.19695317479715363
3.485881,0.19774999130101323
3.492548,0.1987116909005093
3.499216,0.1995851337491874
3.505883,0.20024091943115385
3.512551,0.20063094765124673
3.519218,0.20076767403142137
3.525886,0.20071900699381678
3.532554,0.2004978938607509
3.539221,0.2000666083901546
3.545889,0.19931480730396745
3.552556,0.19817936817033416
3.559224,0.1968782370749171
3.565892,0.19573410953610754
3.572559,0.1949993247566862
3.579226,0.19489807497505607
3.585894,0.19552297253777373
3.592562,0.19681701154777326
3.599229,0.19863513804389676
3.605897,0.20073813330426987
3.612564,0.20270474920027837
3.619232,0.20405810012369724
3.625899,0.20456982142376556
3.632567,0.20416086379729093
3.639234,0.20296978118815012
3.645902,0.20140825809696994
3.65257,0.1998297600217367
3.659237,0.19856576662842457
3.665905,0.19799728584733647
3.672572,0.19832626864861347
3.67924,0.1994661762515084
3.685907,0.2011958446833193
3.692575,0.20309314468579553
3.699242,0.20459930329720133
3.70591,0.2054472156074909
3.712578,0.20548679415552248
3.719245,0.2045495049412409
3.725913,0.20270943395457933
3.73258,0.2002377833361788
3.739248,0.19752287899454696
3.745915,0.19516748098109024
3.752583,0.19376837427510224
3.75925,0.19355126506235087
3.765918,0.1945500020508048
3.772586,0.19652286950709974
3.779253,0.19888510917483293
3.785921,0.20115991982057074
3.792588,0.20295260140135002
3.799256,0.2039723872819279
3.805923,0.20420407628296244
3.812591,0.20379930143724828
3.819259,0.20299024721770884
3.825926,0.20207925943328442
3.832594,0.20133160645769554
3.839261,0.20072547963946843
